gene_short_name,A_1,A_2,A_3,B_1,B_2,B_3,C_1,C_2,C_3,D_1,D_2,D_3
NLRX1(2of3),6.44208,6.70032,5.40922,6.63833,5.69743,4.973235,6.736455,5.195985,4.7552425,6.83458,4.69454,4.53725
FAM207A,12.1199,13.8899,13.3444,11.83765,12.13345,11.96755,11.696525,11.255225,11.279125,11.5554,10.377,10.5907
DHRSX(2of2),4.88941,5.10771,4.3646,4.99563,4.853675,4.835675,5.04874,4.7266575,5.0712125,5.10185,4.59964,5.30675
CLIC1,25.3134,21.7222,28.4224,28.5243,29.75105,28.80845,30.12975,33.765475,29.001475,31.7352,37.7799,29.1945
DDAH2(2of2),3.34559,2.36956,3.49167,3.66964,2.626975,3.9318,3.831665,2.7556825,4.151865,3.99369,2.88439,4.37193
MPP7(3of4),1.54272,1.60807,1.40761,1.76535,1.903125,1.730545,1.876665,2.0506525,1.8920125,1.98798,2.19818,2.05348
DDRGK1,14.8764,13.7876,12.0887,14.96085,13.1536,11.5924,15.003075,12.8366,11.34425,15.0453,12.5196,11.0961
FAM213B,24.8914,20.9869,23.4455,23.81155,21.61065,23.4276,23.271625,21.922525,23.41865,22.7317,22.2344,23.4097
WU:FB18C02,31.5587,23.0331,34.5955,40.9205,45.22755,43.5611,45.6014,56.324775,48.0439,50.2823,67.422,52.5267
LEPR,1.64787,1.88645,1.85946,2.29013,2.40876,2.205465,2.61126,2.669915,2.3784675,2.93239,2.93107,2.55147
ATG3,55.2511,52.2157,48.6072,50.65385,51.90085,48.0832,48.355225,51.743425,47.8212,46.0566,51.586,47.5592
RARS(1of2),28.7192,30.1815,28.6407,29.6805,29.2251,30.4151,30.16115,28.7469,31.3023,30.6418,28.2687,32.1895
ZFP36L2,47.7869,45.5483,44.3757,42.88165,40.3379,40.3181,40.429025,37.7327,38.2893,37.9764,35.1275,36.2605
THADA(3of3),5.28256,5.0749,5.59709,6.44388,6.880005,6.126495,7.02454,7.7825575,6.3911975,7.6052,8.68511,6.6559
APC(2of2),9.49969,9.63275,8.59614,8.78171,8.249625,7.763345,8.42272,7.5580625,7.3469475,8.06373,6.8665,6.93055
IL4I1(2of3),0,0.0307807,0.0296588,2.48497,1.81762535,0.0148294,3.727455,2.711047675,0.0074147,4.96994,3.60447,0
SI:DKEY-13M3.2(1of4),10.1685,6.2524,8.48971,7.9085,9.2463,8.03924,6.7785,10.74325,7.814005,5.6485,12.2402,7.58877
CARS2,4.90768,4.55775,4.8709,4.777575,4.72323,5.14372,4.7125225,4.80597,5.28013,4.64747,4.88871,5.41654
FOXK2(1of2),8.29229,10.4816,9.27182,11.285345,11.44905,13.33116,12.7818725,11.932775,15.36083,14.2784,12.4165,17.3905
RAPH1(3of4),5.68318,7.58141,5.6958,5.749545,6.30034,6.08034,5.7827275,5.659805,6.27261,5.81591,5.01927,6.46488
PIKFYVE(2of2),11.3208,12.9528,10.4861,10.355675,12.10485,10.89615,9.8731125,11.680875,11.101175,9.39055,11.2569,11.3062
SI:DKEY-76B14.2(1of2),0.426991,0.584235,0.71811,0.9818505,0.9833225,0.631298,1.25928025,1.18286625,0.587892,1.53671,1.38241,0.544486
PPAPDC2(2of2),5.38411,5.24886,4.60826,3.96682,4.34728,3.85939,3.258175,3.89649,3.484955,2.54953,3.4457,3.11052
FGGY(3of3),5.26445,6.06031,6.44422,5.80016,6.80843,6.989425,6.068015,7.18249,7.2620275,6.33587,7.55655,7.53463
PRDX6(2of2),5.21558,5.88017,4.37833,4.47912,5.057325,3.625725,4.11089,4.6459025,3.2494225,3.74266,4.23448,2.87312
SI:DKEY-283B15.4,11.9066,11.7039,10.8478,12.0104,12.50505,11.92065,12.0623,12.905625,12.457075,12.1142,13.3062,12.9935
SPHK2,10.2185,9.89999,8.79326,10.3891,10.517945,9.321725,10.4744,10.8269225,9.5859575,10.5597,11.1359,9.85019
ZGC:158689,0.724458,0.735286,0.853145,1.202239,1.345798,0.8760775,1.4411295,1.651054,0.88754375,1.68002,1.95631,0.89901
RPL18,1324.82,1230.43,1308.61,1382.875,1297.09,1391.055,1411.9025,1330.42,1432.2775,1440.93,1363.75,1473.5
TUBB4B(2of2),63.5535,49.4285,63.9694,55.10265,54.3122,65.56915,50.877225,56.75405,66.369025,46.6518,59.1959,67.1689
RHBDD1,13.3908,12.1107,12.4909,13.14125,12.3477,12.39095,13.016475,12.4662,12.340975,12.8917,12.5847,12.291
ZFP2(6of10),1.51086,1.14825,1.23995,1.553035,1.470005,1.493015,1.5741225,1.6308825,1.6195475,1.59521,1.79176,1.74608
TXNRD2,1.73223,2.03092,1.80194,2.7649,2.00356,1.804835,3.281235,1.98988,1.8062825,3.79757,1.9762,1.80773
ULK1(1of2),1.68856,1.68932,1.724,2.567985,2.57264,3.27924,3.0076975,3.0143,4.05686,3.44741,3.45596,4.83448
EML2,2.6917,2.23586,2.68072,2.521535,2.497565,2.472995,2.4364525,2.6284175,2.3691325,2.35137,2.75927,2.26527
GNB1L,3.33504,2.88581,3.57659,3.844325,3.61626,3.666905,4.0989675,3.981485,3.7120625,4.35361,4.34671,3.75722
NOP9,4.18088,3.44699,3.50203,3.61265,3.55654,3.603205,3.328535,3.611315,3.6537925,3.04442,3.66609,3.70438
GDI2,61.0559,56.3402,60.7637,59.89825,55.37575,58.3445,59.319425,54.893525,57.1349,58.7406,54.4113,55.9253
GLT8D2,9.95195,9.16372,10.0261,12.558175,14.31856,10.64145,13.8612875,16.89598,10.949125,15.1644,19.4734,11.2568
ANG(2of2),17.7799,30.9594,46.6078,28.60645,41.4179,34.8746,34.019725,46.64715,29.008,39.433,51.8764,23.1414
USP12(1of4),5.13643,4.99786,4.99014,6.76586,6.10571,6.15646,7.580575,6.659635,6.73962,8.39529,7.21356,7.32278
RASL11A,1.98794,2.32762,2.58088,2.84599,2.50269,4.23429,3.275015,2.590225,5.060995,3.70404,2.67776,5.8877
ARHGAP6(1of3),5.60496,6.5515,5.05446,6.668015,6.999695,7.209285,7.1995425,7.2237925,8.2866975,7.73107,7.44789,9.36411
ZNF235(41of128),3.15624,2.71604,3.18498,3.0281,2.49253,3.072445,2.96403,2.380775,3.0161775,2.89996,2.26902,2.95991
OLFML2A(2of2),1.3865,1.11596,0.942945,1.502125,0.9494775,1.0436175,1.5599375,0.86623625,1.09395375,1.61775,0.782995,1.14429
LGALSLB,3.54066,3.02487,3.96596,3.48944,3.949095,3.96702,3.46383,4.4112075,3.96755,3.43822,4.87332,3.96808
AFTPH(1of2),41.2435,36.5233,42.7653,37.5062,37.10555,38.7373,35.63755,37.396675,36.7233,33.7689,37.6878,34.7093
SPRED2(1of2),0.33575,1.79158,0.47342,0.916725,1.586395,0.3323875,1.2072125,1.4838025,0.26187125,1.4977,1.38121,0.191355
SI:CH211-233H19.2,107.659,112.721,96.9538,112.386,114.639,104.8729,114.7495,115.598,108.83245,117.113,116.557,112.792
PDE3B(1of2),10.5041,8.92999,8.08486,10.5215,9.134825,9.38078,10.5302,9.2372425,10.02874,10.5389,9.33966,10.6767
MORF4L1(1of2),12.6706,11.3121,12.049,13.7406,14.87135,14.20485,14.2756,16.650975,15.282775,14.8106,18.4306,16.3607
PIAS1(1of2),1.42178,1.64261,1.5095,2.006,1.631255,1.541625,2.29811,1.6255775,1.5576875,2.59022,1.6199,1.57375
CU138508.1(3of17),8.1167,5.65663,3.92772,6.886575,6.374995,4.983595,6.2715125,6.7341775,5.5115325,5.65645,7.09336,6.03947
BX537277.1(13of14),7.68267,6.50008,7.33158,7.587635,6.401385,6.54269,7.5401175,6.3520375,6.148245,7.4926,6.30269,5.7538
FUBP3(3of4),26.5412,27.1231,30.0023,26.139,26.68705,28.23275,25.9379,26.469025,27.347975,25.7368,26.251,26.4632
CLYBL(2of2),102.938,102.433,112.252,100.94915,93.1995,101.32475,99.954725,88.58275,95.861125,98.9603,83.966,90.3975
CLYBL(1of2),32.1726,37.8506,39.1204,34.09155,35.0253,39.36015,35.051025,33.61265,39.480025,36.0105,32.2,39.5999
ATP6V0C(2of2),2.64105,2.45961,2.19177,2.32625,2.2986,2.134205,2.16885,2.218095,2.1054225,2.01145,2.13759,2.07664
DOT1L(1of2),1.89313,1.99657,2.14764,2.38299,2.231615,2.404695,2.62792,2.3491375,2.5332225,2.87285,2.46666,2.66175
AMH,7.01682,4.71384,7.19531,6.243885,5.30522,6.092615,5.8574175,5.60091,5.5412675,5.47095,5.8966,4.98992
PDLIM7(3of5),2.9457,3.45912,3.80405,5.128505,5.78381,5.49312,6.2199075,6.946155,6.337655,7.31131,8.1085,7.18219
ZNF846(18of22),3.63344,3.29142,3.58663,3.764725,3.518015,3.971115,3.8303675,3.6313125,4.1633575,3.89601,3.74461,4.3556
PLXNB2(2of3),6.05772,8.0863,5.09871,5.631295,6.27207,4.124165,5.4180825,5.364955,3.6368925,5.20487,4.45784,3.14962
C9ORF85(2of2),2.6901,2.68544,3.14149,2.7399,2.989485,3.080655,2.7648,3.1415075,3.0502375,2.7897,3.29353,3.01982
STT3B(3of3),8.29291,9.85814,9.41849,7.514275,9.178765,9.1726,7.1249575,8.8390775,9.049655,6.73564,8.49939,8.92671
TMEM42(2of2),8.46994,8.5403,7.68473,8.89823,7.934215,8.000305,9.112375,7.6311725,8.1580925,9.32652,7.32813,8.31588
EXOSC7,6.78316,6.30433,6.69142,6.490485,6.6241,6.762985,6.3441475,6.783985,6.7987675,6.19781,6.94387,6.83455
CRATB,123.349,128.6,141.426,143.235,143.7005,156.188,153.178,151.25075,163.569,163.121,158.801,170.95
DDAH2(1of2),3.0774,1.71599,3.53565,3.8892,2.351385,4.301055,4.2951,2.6690825,4.6837575,4.701,2.98678,5.06646
CDCP1(1of2),5.57278,6.49406,4.28998,5.9372,7.477455,6.332955,6.11941,7.9691525,7.3544425,6.30162,8.46085,8.37593
OSBPL10,16.3655,20.8599,17.0619,14.3926,16.24115,14.9075,13.40615,13.931775,13.8303,12.4197,11.6224,12.7531
ZDHHC3(1of2),9.47363,8.1906,9.18522,9.061325,8.98081,8.08413,8.8551725,9.375915,7.533585,8.64902,9.77102,6.98304
FZD1,4.31396,4.42235,3.90754,3.344855,3.440235,3.047485,2.8603025,2.9491775,2.6174575,2.37575,2.45812,2.18743
MZF1(5of10),10.7176,12.0477,8.6316,11.8937,11.47885,11.04855,12.48175,11.194425,12.257025,13.0698,10.91,13.4655
MZF1(5of10),6.21983,5.55049,5.24875,6.220065,5.715885,5.043725,6.2201825,5.7985825,4.9412125,6.2203,5.88128,4.8387
MZF1(5of10),4.76527E-06,3.3964,0.738405,0.534612382635,2.0889285,0.5320275,0.8019161913175,1.43519275,0.42883875,1.06922,0.781457,0.32565
ZNF91(3of5),2.37934,1.87468,2.72579,2.67048,2.08139,2.648235,2.81605,2.184745,2.6094575,2.96162,2.2881,2.57068
ADHFE1(2of2),2.04797,3.22821,2.41056,2.412595,3.08692,2.852865,2.5949075,3.016275,3.0740175,2.77722,2.94563,3.29517
MTMR4,8.03339,9.52509,8.72421,9.272395,9.496465,9.832205,9.8918975,9.4821525,10.3862025,10.5114,9.46784,10.9402
ARHGAP23A(1of3),1.33195,1.73411,1.17971,2.07108,2.02816,1.5028,2.440645,2.175185,1.664345,2.81021,2.32221,1.82589
NUDCD1(3of3),4.77414,4.62739,5.34866,4.819425,4.83888,4.27258,4.8420675,4.944625,3.73454,4.86471,5.05037,3.1965
PCDH1G26,9.38087,9.87471,8.7199,8.363575,8.32283,8.29567,7.8549275,7.54689,8.083555,7.34628,6.77095,7.87144
KLHL38(2of2),0.115161,0.446532,0.471279,1.7735805,1.488531,1.2676145,2.60279025,2.0095305,1.66578225,3.432,2.53053,2.06395
FBXO32,2.55995,4.1843,3.4837,9.678175,5.896345,11.954,13.2372875,6.7523675,16.18915,16.7964,7.60839,20.4243
DIAPH1(3of3),12.7906,15.6073,12.1562,11.8927,13.20815,10.55071,11.44375,12.008575,9.747965,10.9948,10.809,8.94522
DPY19L1L,2.30765,2.74774,3.02833,2.737875,2.72637,3.05903,2.9529875,2.715685,3.07438,3.1681,2.705,3.08973
SMARCC1A,12.2778,12.5973,9.22082,11.4706,11.69815,9.12012,11.067,11.248575,9.06977,10.6634,10.799,9.01942
TBX20,52.6144,54.5166,49.0024,55.05595,63.47515,52.57355,56.276725,67.954425,54.359125,57.4975,72.4337,56.1447
NFURG06573040004,1.90307,2.23156,1.59685,2.058495,1.87692,1.4782,2.1362075,1.6996,1.418875,2.21392,1.52228,1.35955
SI:DKEY-182I3.8(9of37),0.78933,0.849921,1.19398,0.945225,1.2380855,1.096716,1.0231725,1.43216775,1.048084,1.10112,1.62625,0.999452
TNFRSFA(1of2),34.7702,40.1196,42.9035,40.34205,37.7787,40.2199,43.127975,36.60825,38.8781,45.9139,35.4378,37.5363
PELI3,0.981871,1.28564,1.073,0.808167,1.045998,1.101885,0.721315,0.926177,1.1163275,0.634463,0.806356,1.13077
RAB1B,34.7411,33.2948,31.8888,33.95645,32.7136,28.62035,33.564125,32.423,26.986125,33.1718,32.1324,25.3519
TYRO3(3of3),0.629667,1.44835,1.22767,2.1172835,1.806365,0.7960415,2.86109175,1.9853725,0.58022725,3.6049,2.16438,0.364413
ZNF585B(1of2),1.49193,1.20871,0.833344,1.23942,1.16915,0.980507,1.113165,1.14937,1.0540885,0.98691,1.12959,1.12767
ZSCAN2(2of2),1.59035,1.36748,1.51487,2.063095,1.881685,1.766755,2.2994675,2.1387875,1.8926975,2.53584,2.39589,2.01864
MMP16(3of5),2.79022,2.36579,1.87816,2.324455,2.19604,1.93596,2.0915725,2.111165,1.96486,1.85869,2.02629,1.99376
DCTD,2.04384,1.71804,3.56202,2.401045,1.1692385,2.319315,2.5796475,0.89483775,1.6979625,2.75825,0.620437,1.07661
CEP44,1.06448,1.43577,1.72869,1.14801,1.0230365,1.283725,1.189775,0.81666975,1.0612425,1.23154,0.610303,0.83876
DEF8,4.36754,3.39526,4.87137,6.78106,6.72383,6.828445,7.98782,8.388115,7.8069825,9.19458,10.0524,8.78552
DOCK11(3of6),2.58511,2.24912,1.44952,2.610905,2.07385,1.744555,2.6238025,1.986215,1.8920725,2.6367,1.89858,2.03959
SI:DKEY-69O16.5,50.6703,52.5262,45.7105,48.39755,49.7159,51.04915,47.261175,48.31075,53.718475,46.1248,46.9056,56.3878
TRIM32(1of2),3.65443,2.99311,2.52668,3.282145,2.932945,2.58335,3.0960025,2.9028625,2.611685,2.90986,2.87278,2.64002
YTHDC1(2of2),21.3104,21.2633,16.9984,19.06225,18.7978,16.94955,17.938175,17.56505,16.925125,16.8141,16.3323,16.9007
SLC7A8,16.4554,19.649,20.0853,22.42985,18.90785,21.5702,25.417075,18.537275,22.31265,28.4043,18.1667,23.0551
TINF2(2of2),2.958,3.51485,4.38822,2.446145,2.389025,2.800565,2.1902175,1.8261125,2.0067375,1.93429,1.2632,1.21291
GMPR2,10.2816,8.95731,9.98526,11.414,10.504005,10.42443,11.9802,11.2773525,10.644015,12.5464,12.0507,10.8636
COL15A1(2of2),2.48316,3.45016,4.32483,2.51099,4.230125,4.31767,2.524905,4.6201075,4.31409,2.53882,5.01009,4.31051
ANXA13,27.0849,25.7328,29.0399,26.07815,23.51385,25.08685,25.574775,22.404375,23.110325,25.0714,21.2949,21.1338
ITGAV,11.7805,11.7734,12.4273,11.37765,11.5379,12.00795,11.176225,11.42015,11.798275,10.9748,11.3024,11.5886
CCDC106(5of5),3.62928,4.08652,3.85741,4.212945,4.31124,4.299485,4.5047775,4.4236,4.5205225,4.79661,4.53596,4.74156
SI:CH211-252F13.5(1of2),2.18674,3.14379,2.84342,1.71819,2.206035,2.33252,1.483915,1.7371575,2.07707,1.24964,1.26828,1.82162
PDSS1,7.85621,8.23523,8.76966,7.32641,7.620135,7.305375,7.06151,7.3125875,6.5732325,6.79661,7.00504,5.84109
ACBD5A,13.656,12.1053,10.6997,13.08855,11.60345,11.9358,12.804825,11.352525,12.55385,12.5211,11.1016,13.1719
ABI1,19.7134,18.6788,17.0109,17.58015,17.54555,16.08465,16.513525,16.978925,15.621525,15.4469,16.4123,15.1584
KDM6AL(2of2),5.78151,6.97342,5.69279,5.906755,6.715325,6.251585,5.9693775,6.5862775,6.5309825,6.032,6.45723,6.81038
WDHD1,3.88105,4.92147,6.43397,3.624725,3.081395,3.94085,3.4965625,2.1613575,2.69429,3.3684,1.24132,1.44773
PPM1F(2of2),8.32867,9.12294,7.81259,8.337815,8.98105,8.3507,8.3423875,8.910105,8.619755,8.34696,8.83916,8.88881
ERO1L(1of2),2.12879,2.02062,2.35286,2.31012,1.856915,2.036335,2.400785,1.7750625,1.8780725,2.49145,1.69321,1.71981
SAMD4A,7.69629,6.4679,7.81713,8.79708,6.526185,9.053365,9.347475,6.5553275,9.6714825,9.89787,6.58447,10.2896
SI:RP71-61H23.4,25.5073,22.3854,19.9804,24.58395,22.21175,21.51285,24.122275,22.124925,22.279075,23.6606,22.0381,23.0453
TRAK1(2of3),3.65679,3.58836,3.18407,3.42361,3.2912,3.84005,3.30702,3.14262,4.16804,3.19043,2.99404,4.49603
MMP16(5of5),25.1493,25.7873,22.1111,21.37645,19.5676,18.69915,19.490025,16.45775,16.993175,17.6036,13.3479,15.2872
CCDC34,60.387,57.3657,59.1818,56.82725,59.404,53.0955,55.047375,60.42315,50.05235,53.2675,61.4423,47.0092
AGBL2,13.7583,14.6327,13.6245,13.31855,15.3595,14.21255,13.098675,15.7229,14.506575,12.8788,16.0863,14.8006
AFG3L2(1of3),39.6402,42.1042,46.577,39.8652,39.1373,43.252,39.9777,37.65385,41.5895,40.0902,36.1704,39.927
SI:DKEY-23P11.2,52.2595,52.4098,48.3674,52.34185,53.10075,48.97465,52.383025,53.446225,49.278275,52.4242,53.7917,49.5819
TRIM47(1of5),1.55301,1.60835,1.94705,2.250145,3.08679,1.923805,2.5987125,3.82601,1.9121825,2.94728,4.56523,1.90056
LRRC10,68.4751,55.6516,43.1261,49.6657,54.64265,36.545,40.261,54.138175,33.25445,30.8563,53.6337,29.9639
TMEM17,1.47316,0.984983,1.69055,2.18238,1.9819415,1.467555,2.53699,2.48042075,1.3560575,2.8916,2.9789,1.24456
CNOT2(3of3),12.693,12.6607,11.5532,12.1038,12.607,11.3238,11.8092,12.58015,11.2091,11.5146,12.5533,11.0944
BSCL2(1of2),6.2394,6.28798,6.61161,6.371355,7.068525,6.495785,6.4373325,7.4587975,6.4378725,6.50331,7.84907,6.37996
ZGC:175154,10.2891,12.4829,12.7407,8.9125,10.33447,10.118075,8.2242,9.260255,8.8067625,7.5359,8.18604,7.49545
SLC41A2(4of4),1.70981,1.85769,2.21411,2.11328,2.2006,2.34558,2.315015,2.372055,2.411315,2.51675,2.54351,2.47705
ZNF287(2of3),2.24051,2.25205,2.38879,2.103995,2.468555,2.452845,2.0357375,2.5768075,2.4848725,1.96748,2.68506,2.5169
HLCS,8.3575,7.61659,7.17259,6.997625,6.473115,6.103235,6.3176875,5.9013775,5.5685575,5.63775,5.32964,5.03388
AMOT,8.15241,7.83859,7.14692,8.084165,7.707045,7.677845,8.0500425,7.6412725,7.9433075,8.01592,7.5755,8.20877
SMFN,24.1205,24.6783,25.8072,20.00545,20.00945,20.8073,17.947925,17.675025,18.30735,15.8904,15.3406,15.8074
ZPLD1A,5.10727,4.58949,5.2858,3.83235,4.112755,5.69469,3.19489,3.8743875,5.899135,2.55743,3.63602,6.10358
POLR2F,76.3488,71.8024,84.2425,82.12755,79.1072,85.72005,85.016925,82.7596,86.458825,87.9063,86.412,87.1976
SI:CH73-269M14.4(1of7),2.121,2.98454,0.931097,2.0898,2.13416,2.2735535,2.0742,1.70897,2.94478175,2.0586,1.28378,3.61601
SI:CH211-30B16.2,5.32555,4.12569,3.80307,7.03424,6.530975,7.048485,7.888585,7.7336175,8.6711925,8.74293,8.93626,10.2939
EIF3M,129.632,132.596,127.987,143.1315,142.611,146.4165,149.88125,147.6185,155.63125,156.631,152.626,164.846
ILF2,18.4066,18.4703,20.3986,18.1875,18.12105,18.6382,18.07795,17.946425,17.758,17.9684,17.7718,16.8778
PRRG4,1.91662,2.58161,1.14424,2.552435,3.08241,1.482785,2.8703425,3.33281,1.6520575,3.18825,3.58321,1.82133
CHTOPA,34.283,32.4488,32.4639,30.614,32.55,30.3372,28.7795,32.6006,29.27385,26.945,32.6512,28.2105
PEX11B,14.7487,15.3906,14.6987,14.6733,15.307,15.25455,14.6356,15.2652,15.532475,14.5979,15.2234,15.8104
WT1(3of3),3.7809,4.24422,3.61955,4.65435,3.508335,4.099405,5.091075,3.1403925,4.3393325,5.5278,2.77245,4.57926
DAB2IP(1of3),8.90741,8.29777,10.1697,12.823655,13.187985,13.32895,14.7817775,15.6330925,14.908575,16.7399,18.0782,16.4882
TTLL11,5.19605,5.49361,4.92953,5.063755,5.2379,4.446775,4.9976075,5.110045,4.2053975,4.93146,4.98219,3.96402
ST8SIA3(2of2),1.5652,2.15117,1.81071,1.838995,2.029855,1.74847,1.9758925,1.9691975,1.71735,2.11279,1.90854,1.68623
ENAH(1of3),12.7597,14.817,14.4795,11.66745,14.06785,12.9237,11.121325,13.693275,12.1458,10.5752,13.3187,11.3679
UBE2H(2of2),10.5318,8.88784,9.95754,9.953245,9.234525,9.67024,9.6639675,9.4078675,9.52659,9.37469,9.58121,9.38294
KLHDC10(1of2),3.64915,2.47921,2.58183,3.532805,2.645555,2.9348,3.4746325,2.7287275,3.111285,3.41646,2.8119,3.28777
GNAI1(1of2),44.4481,44.7203,43.1624,45.27865,47.1006,44.6853,45.693925,48.29075,45.44675,46.1092,49.4809,46.2082
MAGI2(4of5),1.01592,1.26399,1.17368,1.068805,1.14157,1.40782,1.0952475,1.08036,1.52489,1.12169,1.01915,1.64196
RSBN1L(2of2),3.40094,3.23976,2.70818,3.509615,3.421915,3.518625,3.5639525,3.5129925,3.9238475,3.61829,3.60407,4.32907
RAD52,1.20576,1.01595,1.54706,1.397005,0.964661,1.164901,1.4926275,0.9390165,0.9738215,1.58825,0.913372,0.782742
WNK1A,10.7479,11.4564,10.445,11.6319,12.3337,12.29695,12.0739,12.77235,13.222925,12.5159,13.211,14.1489
PRR5(1of2),1.32131,1.46405,1.30632,1.926215,1.71768,1.8079,2.2286675,1.844495,2.05869,2.53112,1.97131,2.30948
FGL2(3of3),4.09884,4.4206,4.09648,4.22192,3.78184,3.7447,4.28346,3.46246,3.56881,4.345,3.14308,3.39292
DENND5B,1.33056,1.21936,2.60024,3.297355,1.552805,5.54728,4.2807525,1.7195275,7.0208,5.26415,1.88625,8.49432
ERGIC2(2of2),7.61802,7.60273,7.52746,7.289835,7.074445,7.532425,7.1257425,6.8103025,7.5349075,6.96165,6.54616,7.53739
LRRC17,4.44573,4.30319,4.33351,4.44254,4.4602,4.470445,4.440945,4.538705,4.5389125,4.43935,4.61721,4.60738
SKP2,1.80545,1.83287,3.00495,1.431355,1.2805035,1.9367545,1.2443075,1.00432025,1.40265675,1.05726,0.728137,0.868559
DERL2,11.5446,10.4195,11.0554,10.42769,9.962415,9.884375,9.869235,9.7338725,9.2988625,9.31078,9.50533,8.71335
PQLC1(1of2),2.1405,2.01821,1.38205,2.20735,1.99379,1.1607105,2.240775,1.98158,1.05004075,2.2742,1.96937,0.939371
UTP20(2of2),3.19489,3.21546,2.68219,2.723135,2.94889,2.644545,2.4872575,2.815605,2.6257225,2.25138,2.68232,2.6069
SET(1of2),111.427,97.6326,100.143,96.3439,86.57965,89.84,88.80235,81.053175,84.6885,81.2608,75.5267,79.537
SCAI,7.94038,8.14827,7.67344,7.50166,7.422675,6.58456,7.2823,7.0598775,6.04012,7.06294,6.69708,5.49568
CMTR1,11.8136,10.8046,10.8941,12.8728,10.8123,11.9733,13.4024,10.81615,12.5129,13.932,10.82,13.0525
HTRA1B(1of2),5.95804,5.54136,8.29621,6.13083,5.72065,7.602245,6.217225,5.810295,7.2552625,6.30362,5.89994,6.90828
NHSL1(2of2),8.84242,10.4319,8.77857,11.15081,11.3845,10.447135,12.305005,11.8608,11.2814175,13.4592,12.3371,12.1157
BCL11AA,0.375974,0.583584,0.695752,0.6282645,0.723418,1.131826,0.75440975,0.793335,1.349863,0.880555,0.863252,1.5679
ATRNL1B(4of4),5.34131,5.68867,4.96503,5.63034,5.75007,5.16117,5.774855,5.78077,5.25924,5.91937,5.81147,5.35731
ATRNL1B(1of4),7.24354,8.47379,6.5686,7.40457,7.347475,7.290775,7.485085,6.7843175,7.6518625,7.5656,6.22116,8.01295
ZGC:110329(1of2),2.88606,2.3459,3.36421,3.55542,3.135215,3.107665,3.8901,3.5298725,2.9793925,4.22478,3.92453,2.85112
MYBPC3,582.1,591.825,597.142,555.027,586.981,583.9755,541.4905,584.559,577.39225,527.954,582.137,570.809
SPI1B,2.86472,4.7932,4.53172,8.65326,7.6747,3.666015,11.54753,9.11545,3.2331625,14.4418,10.5562,2.80031
LGR4,9.10995,11.0643,7.04339,13.212325,15.21325,12.841995,15.2635125,17.287725,15.7412975,17.3147,19.3622,18.6406
SLC39A13,15.1532,14.2671,17.1651,15.33585,14.77775,16.08885,15.427175,15.033075,15.550725,15.5185,15.2884,15.0126
L3MBTL1B,7.20311,7.46282,6.37021,7.22701,7.516035,7.27587,7.23896,7.5426425,7.7287,7.25091,7.56925,8.18153
SGK2B,4.77929,2.42647,2.37497,3.906855,2.31973,3.952,3.4706375,2.26636,4.740515,3.03442,2.21299,5.52903
SI:DKEY-26O16.6,4.02716,4.57741,4.84826,6.16572,6.656115,5.773965,7.235,7.6954675,6.2368175,8.30428,8.73482,6.69967
TMEM244(2of2),2.99778,3.1808,3.16185,2.58449,2.87403,3.18463,2.377845,2.720645,3.19602,2.1712,2.56726,3.20741
PTPN3,4.09398,3.96276,3.86797,5.19911,4.638455,4.821625,5.751675,4.9763025,5.2984525,6.30424,5.31415,5.77528
MTFP1,29.7477,26.7157,27.728,26.45225,26.3039,26.77125,24.804525,26.098,26.292875,23.1568,25.8921,25.8145
LMAN2L(2of2),8.76045,9.8371,8.2753,9.312115,9.13301,8.86096,9.5879475,8.780965,9.15379,9.86378,8.42892,9.44662
STARD13B,3.98035,3.94457,3.19877,3.744025,3.512405,3.09379,3.6258625,3.2963225,3.0413,3.5077,3.08024,2.98881
SI:DKEY-3N22.9(1of6),1.66646,1.9294,1.2889,1.43194,1.698245,1.436105,1.31468,1.5826675,1.5097075,1.19742,1.46709,1.58331
TRAF2(2of3),2.53976,2.97921,2.56832,2.513295,2.77618,2.76866,2.5000625,2.674665,2.86883,2.48683,2.57315,2.969
SLCO2A1(2of2),2.01708,1.67798,1.67436,1.94067,1.597325,1.882095,1.902465,1.5569975,1.9859625,1.86426,1.51667,2.08983
SI:CH1073-174D20.1,8.40782,7.85394,7.551,6.31681,5.8,7.920165,5.271305,4.77303,8.1047475,4.2258,3.74606,8.28933
SLC2A1B,440.716,558.291,503.833,436.511,436.321,384.665,434.4085,375.336,325.081,432.306,314.351,265.497
ZGC:73340,3.02556,3.311,3.9905,2.27587,2.253025,3.07068,1.901025,1.7240375,2.61077,1.52618,1.19505,2.15086
TPRKB,5.57968,5.05734,6.45982,5.56882,5.180115,5.804115,5.56339,5.2415025,5.4762625,5.55796,5.30289,5.14841
ALG10,5.23945,4.53327,4.34928,4.70944,4.211425,3.94631,4.444435,4.0505025,3.744825,4.17943,3.88958,3.54334
TBCEL(3of3),1.38947,1.71798,1.58332,1.673255,1.44604,1.59908,1.8151475,1.31007,1.60696,1.95704,1.1741,1.61484
TTC39A,1.74225,1.46995,0.974768,2.56521,1.736955,1.015594,2.97669,1.8704575,1.036007,3.38817,2.00396,1.05642
EPS15(2of2),16.0131,17.1414,14.1231,16.42055,16.7983,15.32375,16.624275,16.62675,15.924075,16.828,16.4552,16.5244
